user_id,book_id,review_id,rating,timestamp
001010815d3b2692435dfc70285d06e4,30118,486696ba4bf09b72b9302077ca2c456a,5,2009-06-13 09:22:45-07:00
001010815d3b2692435dfc70285d06e4,732562,10622341c742c8b23a95c16e527386ba,3,2009-06-13 09:53:22-07:00
0019de4561419b7543238e0979f2f33e,23613,7fd9bd564fd91b3a64dd405d9aee4059,3,2012-08-23 19:26:30-07:00
0019de4561419b7543238e0979f2f33e,125219,7e6dbd34d73760084eb5c5f9ce735f4e,5,2017-09-14 14:16:29-07:00
0019de4561419b7543238e0979f2f33e,50388,23ee4d313a4355af0097a1dff75c0c30,3,2017-09-14 14:16:37-07:00
0019de4561419b7543238e0979f2f33e,5760565,21f42b11ab0d3f9e0fa8281c1e5c3fc6,4,2017-09-14 14:16:38-07:00
0019de4561419b7543238e0979f2f33e,111879,3f6099be51ac8c5a9da3e16a798e5744,4,2017-09-14 14:16:38-07:00
0019de4561419b7543238e0979f2f33e,23919,afd6e0a6bb66d4a65a0aaaa65866824a,5,2017-09-14 17:02:08-07:00
002bdc71e2e50cf0afe1ff1f57327177,27822,a0c664162b30f262937f3e2fe3012cbb,3,2015-03-13 11:18:55-07:00
002bdc71e2e50cf0afe1ff1f57327177,34080,44f9b564d5a23eca46a0978090ebfb85,3,2015-10-13 09:52:02-07:00
002bdc71e2e50cf0afe1ff1f57327177,19351,6330cf26a1b92eb310268891d0f91ea0,3,2015-10-29 02:03:34-07:00
002bdc71e2e50cf0afe1ff1f57327177,108171,b79ae024f81b3beae9cb532f59938c16,3,2016-04-06 02:07:38-07:00
002e063d40ae0107a59d8f9c1aa7a423,30119,afd28c8990dd97720507c08a551d6104,5,2011-08-10 10:47:40-07:00
002e063d40ae0107a59d8f9c1aa7a423,6295,6d95a462ba30141998f8a85076c621b0,4,2011-08-11 15:13:52-07:00
002ebed2a6bd926cbf41313ebd8cfaba,269322,ce5d0e235ed7bd81dc823ebca7a0f602,5,2012-03-10 09:04:45-08:00
002ebed2a6bd926cbf41313ebd8cfaba,5932,40be474106b752515958b65d8bed18c7,5,2015-01-27 08:55:45-08:00
002ebed2a6bd926cbf41313ebd8cfaba,293918,628b4d67a7e39e8f67069d930339c2a5,5,2015-02-25 02:49:05-08:00
003f30ab278668a72365f30014ec119a,2547,233553fa8464bddbe009a18455f6681f,5,2017-03-15 22:47:43-07:00
003f30ab278668a72365f30014ec119a,46199,527ff90fa81a57fbd0d8cd2a9fb469a7,5,2017-03-29 18:58:27-07:00
003f30ab278668a72365f30014ec119a,18003300,e5e6af1cc73df84c9ff21453462fdce9,1,2017-08-09 18:45:41-07:00
003f7ff55fde1b9717dc1f90bd47cb1e,7493149,1b960f6e39492157389e6c2c7b692212,5,2011-04-09 16:45:41-07:00
003f7ff55fde1b9717dc1f90bd47cb1e,13181135,f28039546e40d5ffc7e8e2cd727eee82,3,2015-04-26 22:23:40-07:00
003f7ff55fde1b9717dc1f90bd47cb1e,18792864,bfcdd5422a99ab9283ab15614fffc02a,3,2015-05-25 10:30:32-07:00
003f7ff55fde1b9717dc1f90bd47cb1e,18851582,4b05ec10883d314ea7adbf6f0c27ac93,5,2015-05-28 09:42:22-07:00
003f7ff55fde1b9717dc1f90bd47cb1e,18636916,e425742ee34d064e5d1058dea653a68e,4,2016-05-09 22:17:03-07:00
003f7ff55fde1b9717dc1f90bd47cb1e,21469099,275f0bb3d903898e44ca66a4c40ac5b7,4,2016-06-09 09:45:16-07:00
00441125e0a67c6ce29a87567e2514c8,46199,a105ba0ddfb0b15b192ad3b88ec4ffcd,4,2014-02-18 10:59:40-08:00
00441125e0a67c6ce29a87567e2514c8,292,0c2b7d1d480ffb8e3a60daac99057a85,4,2015-11-26 12:42:34-08:00
00441125e0a67c6ce29a87567e2514c8,530582,632714d65c4a3132e1ac0253b6403a10,4,2016-01-27 07:02:44-08:00
00441125e0a67c6ce29a87567e2514c8,402128,fae6d8e681c07531cdf2a78f96150514,4,2016-07-27 11:20:59-07:00
004d5e96c8a318aeb006af50f8cc949c,16075147,95e3cb9556bb1ec401a0de2390d5d3b2,3,2014-03-05 13:52:16-08:00
004d5e96c8a318aeb006af50f8cc949c,22151696,ddd7c43ce003d132608d3868272678f5,3,2015-02-02 12:19:04-08:00
004d5e96c8a318aeb006af50f8cc949c,20483085,b505456e0969873dc49f0eb5deb363d6,2,2015-02-14 20:38:05-08:00
004d5e96c8a318aeb006af50f8cc949c,25784766,3485a8154ae4714f4e4459a311c170d4,1,2016-11-01 20:53:06-07:00
006049332232cab4fee70947602b85a3,11904233,ef2263427e19dd79de6030e1814b3071,5,2016-10-27 13:35:22-07:00
006049332232cab4fee70947602b85a3,13623923,3630337aea5cea001b1e370cd61c88bf,5,2016-10-27 13:35:55-07:00
0069c3133e71191e4ae6d7eccf5592b0,9654817,6cf7095c09c6388d93e3ffc2f9f53d29,5,2011-12-30 12:34:10-08:00
0069c3133e71191e4ae6d7eccf5592b0,9662108,2f19cb883f3d0a881061f174b7a585d7,5,2011-12-30 12:41:06-08:00
0069c3133e71191e4ae6d7eccf5592b0,572207,f8024cf3e90cb2fafc2e11ce4937190b,4,2011-12-30 15:24:44-08:00
0069c3133e71191e4ae6d7eccf5592b0,7691238,156fc8f668bc499a38043cc2ec79ea67,5,2011-12-30 18:20:24-08:00
0069c3133e71191e4ae6d7eccf5592b0,1246850,238ad0b2912968fdd69bcc711eb61200,4,2011-12-30 18:29:06-08:00
0071b2ff88ae4de512e97640a7f49698,15873076,419e3180e70c2f9b20fb1db2981525ab,4,2013-07-04 11:10:35-07:00
0071b2ff88ae4de512e97640a7f49698,18722774,aabe6f815c4d2b5dbe715e57522cb5c2,3,2014-05-31 08:15:13-07:00
0071b2ff88ae4de512e97640a7f49698,20613761,9b74e57f2c5ec032b14c875fe3cc3335,5,2015-01-04 20:14:09-08:00
0071b2ff88ae4de512e97640a7f49698,17465554,2536d89c681985139e12fb6756f71c59,3,2016-02-06 09:30:34-08:00
0073e3c7feaa992fdb6a4897cc938335,574889,bcb5dbeb14ea808044e83e7f87771778,4,2008-05-21 06:50:57-07:00
0073e3c7feaa992fdb6a4897cc938335,936208,f907904b83adbf2e5a4c0a5c7dd32222,5,2008-05-21 06:53:52-07:00
0073e3c7feaa992fdb6a4897cc938335,472443,3429bccb824fd58a1d883669e528e9a3,3,2008-05-21 06:55:15-07:00
0088ac052921fbdad6145c29322f9144,14553840,fdb5e015a68ffa40ecc96796eaf59d30,3,2013-09-08 16:10:14-07:00
0088ac052921fbdad6145c29322f9144,18003300,3b98eb3cad07c7fd5cc0f7b5d61327c6,1,2014-12-31 18:28:47-08:00
008ffafc7ea81f88131f5a254a8cef89,402128,3274be4c800df93ddce58b27b1364219,3,2009-03-24 07:32:13-07:00
008ffafc7ea81f88131f5a254a8cef89,6121819,e5129e4040738247e7a4c4bbffb5896d,5,2009-03-24 07:54:09-07:00
008ffafc7ea81f88131f5a254a8cef89,747252,273964cd2caed34b2eadc8bb239e0d83,4,2009-10-20 09:54:15-07:00
008ffafc7ea81f88131f5a254a8cef89,53498,7f8034f2b7218a8b8ce1b48997db2c3d,4,2011-01-04 17:57:49-08:00
008ffafc7ea81f88131f5a254a8cef89,2930911,dde7078e22bdfa4068cb06402bb8866d,4,2011-01-04 17:57:52-08:00
00982d9fbae61a3a96654e21dbc74999,13459467,b34047dbe87c7bf40e9a18a0be60a80c,3,2012-11-29 16:53:35-08:00
00982d9fbae61a3a96654e21dbc74999,15818015,04bf5c3aaa4af2bde1c27c0ed61e7c70,4,2013-10-16 09:30:54-07:00
00982d9fbae61a3a96654e21dbc74999,17334205,601a89bc7c11de522645ec504bd714de,5,2013-11-27 07:32:30-08:00
00982d9fbae61a3a96654e21dbc74999,17760191,24965dadbcbf4a72887f141b782c5867,3,2014-04-02 05:58:21-07:00
00982d9fbae61a3a96654e21dbc74999,19533196,6d335e41d3ce7a48c4698ed9f234ca6d,4,2014-11-03 22:12:12-08:00
00aa6364189f8409465679411851136c,289631,ecc7247c224c337285490415b5adba27,5,2008-01-11 15:05:16-08:00
00aa6364189f8409465679411851136c,106246,3336a57e4c534095cbfc6bf39fb0b51d,2,2008-01-22 15:44:46-08:00
00aa6364189f8409465679411851136c,716872,ed17843fe66d61f08e352ca98635cf81,4,2008-03-17 07:20:30-07:00
00aa6364189f8409465679411851136c,162412,d2ac58b76add7d6e4e84c63aa1b3d5db,5,2008-03-26 07:42:01-07:00
00aa6364189f8409465679411851136c,53498,97749cb5c6c2a8803de7444a0fedd230,5,2008-04-17 13:48:26-07:00
00aa6364189f8409465679411851136c,1979240,b59769a800860b90d84c57e5ee1fc36b,5,2008-05-21 14:20:34-07:00
00aa6364189f8409465679411851136c,1104995,6e77d09dcbe23f80de6e0fb1cff89ab1,5,2008-06-19 15:44:22-07:00
00aa6364189f8409465679411851136c,135916,8e3c6d3cd8f2a4b966240e12e53ed941,3,2008-07-10 09:39:30-07:00
00aa6364189f8409465679411851136c,405981,b1c28f36cb119bffb651aabc16b610f7,5,2008-07-15 15:13:59-07:00
00aa6364189f8409465679411851136c,321608,7293a89746c929ebfef766ac7eb12efe,2,2008-09-09 07:30:09-07:00
00aa6364189f8409465679411851136c,2679481,9c6942eeb02925a5844a308a9797551f,4,2008-09-24 05:42:22-07:00
00aa6364189f8409465679411851136c,239231,45829f7a2219e8cb4187b82e7875ee59,4,2008-10-19 08:30:10-07:00
00aa6364189f8409465679411851136c,98843,a9bd79e71c69c425cdf9c16156fbd64a,4,2009-02-08 11:27:20-08:00
00aa6364189f8409465679411851136c,3878581,539aab8ab02836eb35e0db1128a7ef44,5,2009-02-16 11:04:51-08:00
00aa6364189f8409465679411851136c,2099748,82fbd4a7e37a3c1278dd7ceef578343a,3,2009-03-16 07:05:08-07:00
00aa6364189f8409465679411851136c,4015354,7b16ed7a0e5bb3508fa2cae1e1869237,4,2009-07-09 07:19:29-07:00
00aa6364189f8409465679411851136c,48250,9f5bada178361211d3469790dde95fc3,4,2009-08-21 19:43:45-07:00
00aa6364189f8409465679411851136c,608564,59d98645aea0ea79490a3527021f12ca,5,2009-10-27 06:14:17-07:00
00aa6364189f8409465679411851136c,676,0ec7d70f90ac096385eabe5dbae21d27,3,2009-11-12 06:03:18-08:00
00aa6364189f8409465679411851136c,820465,2b928a457c24eaac52e7e374c2f20a33,3,2009-11-29 19:33:02-08:00
00aa6364189f8409465679411851136c,6469264,127380430539879fa9ad6435e2c9a536,3,2010-02-24 18:39:26-08:00
00aa6364189f8409465679411851136c,1428719,ac67faa3bbeb5239129b9e7f25ed504a,5,2010-02-25 05:58:29-08:00
00aa6364189f8409465679411851136c,7624701,dc09c8e5a78d7e4f57467fba9079bbfc,3,2010-07-23 07:34:18-07:00
00aa6364189f8409465679411851136c,280256,d344def532c4bbf17086b1e8034c280e,5,2010-08-12 13:39:34-07:00
00aa6364189f8409465679411851136c,7508934,7c6030b699537b7c64524d24396991e0,5,2010-08-26 05:50:42-07:00
00aa6364189f8409465679411851136c,1256982,a0392f1888074762759043f79e277bf3,4,2011-01-13 20:29:25-08:00
00aa6364189f8409465679411851136c,7920493,81a0b31f074d469d69e896b5d7d7b227,5,2011-02-19 19:35:26-08:00
00aa6364189f8409465679411851136c,9654817,679fb094ea1167eb460299539d055de5,4,2011-03-06 16:53:01-08:00
00aa6364189f8409465679411851136c,24407,5934c6d4e18f35e0ba6e63f21507c93c,3,2011-05-03 10:04:55-07:00
00aa6364189f8409465679411851136c,6310316,98147db18a9e55a4ea48735b7314808d,4,2011-07-24 20:25:18-07:00
00aa6364189f8409465679411851136c,79936,6fac1020079330933aa65e05b82ba6ed,4,2011-08-04 13:08:09-07:00
00aa6364189f8409465679411851136c,47733,9769c90fe36dbec606dee85cc001ae9e,5,2011-08-18 20:28:33-07:00
00aa6364189f8409465679411851136c,7094453,093f4feb69f3f24c5e532c5b20aa8345,5,2012-03-23 14:59:49-07:00
00aa6364189f8409465679411851136c,7691238,e799677c55cfeac09e3cf50443ce9883,4,2012-05-29 09:34:14-07:00
00aa6364189f8409465679411851136c,612644,01511c6f3c63d3df2c9e91eb7f9df2a3,2,2013-07-30 18:48:17-07:00
00aa6364189f8409465679411851136c,1344701,7064cc50da3f60dee49a9cdc225eb5cc,5,2014-10-01 18:00:32-07:00
